id,title,abstract,year,field,author,inCitation,outCitation,journalName,journalVolume,journalPages
42355b9a0564ef39c72447b3f7ff35ed266f2395,Integrated Feature Selection and Clustering from Multiple Views for a Taxonomic Problem,"As computer and database technologies advance rapidly, biologists all over the world can share biologically meaningful data from images of specimens and use the data to classify the specimens taxonomically. Accurate shape analysis of a specimen from multiple views of 2D images is crucial for finding diagnostic features using geometric morphometric techniques. We propose an integrated feature selection and clustering framework that automatically identifies a set of feature variables to group specimens into a binary cluster tree. The candidate features are generated from reconstructed 3D shape and local saliency characteristics from 2D images of the specimen. We use a mixture model to estimate the significance value of each feature and control the false discovery rate in the feature selection process so that the clustering algorithm can efficiently partition the specimen samples into clusters that may correspond to different species. The experiments on a taxonomic problem involving species of suckers in the genus Carpiodes demonstrate promising results using the proposed framework with small sample size.",2007,Computer Science,"list(name = ""Huimin Chen"", ids = ""47666582""); list(name = ""Henry L. Bart"", ids = ""2288224""); list(name = ""Shuqing Huang"", ids = ""2364511"")",,ca9590659c46c231f51aee4c0adf682c44186851; f7f15848cd0fbb3d08f351595da833b1627de9c3; b02f474196fb9bd61fa3d418a7ba8ac500e8d422; d99abaff1fc8f32767be4bf06badafbb7ba58f1e; 6b62d40cdeafb44cbdd730fbb7dde3e717b3f9b7; fcef2258a963f3d3984a486185ddc4349c43aa35; 3b0bb5dc0d93095e2a2d1d43eb62fe99b1b28087; 93b625a0e35b59fa6a3e7dc1cbdb31268d62d69f; f82e86b853fcda968d63c0196bf2df6748b13233; 9cdff0185ff9c37e8120c35dd3ca3a1483ee6a35; b9e74eec9f5385dcf580994c5a316bc2401b91c2,2007 IEEE 9th Workshop on Multimedia Signal Processing,,211-214
0503b7bbd48fd8089591ebb4592d50063f7d4f8e,Double-sampling designs to reduce the non-discoveryrate. Application to microarray data,"Simultaneous tests of a huge number of hypotheses is a core issue in high flow experimental methods such as microarray for transcriptomic data. In the central debate about the type I error rate, Benjamini and Hochberg (1995) have proposed a procedure that is shown to control the now popular False Discovery Rate (FDR) under assumption of independence between the test statistics. These results have been extended to a larger class of dependency by Benjamini and Yekutieli (2001) and improvements have emerged in recent years, among which step-up procedures have shown desirable properties. The present paper focuses on the type II error rate. The proposed method improves the power by means of double-sampling test statistics integrating external information available both on the sample for which the outcomes are measured and also on additional items. The small sample distribution of the test statistics is provided and simulation studies are used to show the beneficial impact of introducing relevant covariates in the testing strategy. Finally, the present method is implemented in a situation where microarray data are used to select the genes that affect the degree of muscle destructuration in pigs. A phenotypic covariate is introduced in the analysis to improve the search for differentially expressed genes.",2009,Computer Science,"list(name = ""Maela Kloareg"", ids = ""10748702""); list(name = ""David Causeur"", ids = ""2234785"")",,5016c4564aa35317068e9ae11b174bcd0e2a1cca; bccb78afc4b35fe0ba3c3245f96e4b848e589a6e; 4d65e9ceb2981fc081f42544b5110ccd07d28976; a73932d368f9a4ad68fb558613fd447cba5567b2; aef517069bde240abffad073cce4e7d46a2cee02; aa35fb1fa5ba728705bba2a887a4cb13efba31ca; 715580a7be4c1945b2ab608bd43dd4f718587643; 05980a31fcea35f3fec7f60bbc4785e157c88840; 6713957901c1b9c0823d746930ea335d7b013b22; 4a6fe45e099fdbee848c09514d634d4dab0b4780; 21b6c1b4a61d4d2ecbcdccea88b1e290648c08cf; 6c7de170e15fa043eaf4a33b068f123561f9ea0e; 156e7730b8ba8a08ec97eb6c2eaaf2124ed0ce6e; fcef2258a963f3d3984a486185ddc4349c43aa35; 056e7774cd48d90dad92fbac784baa1837459aec; e7b9bb433eb30eae9bbec7d4ae97903a6718c083; b16cd25aef1d6663167733a2ac7681a8d7b23990,Journal of data science,7,219-234
ce40f3e18d33b01e23af77a3d5d07e912c1f7931,Towards the Potential Use of In Vitro Expanded Regulatory T-Cells (Tregs) in Aplastic Anemia (AA): Opportunities for Therapy,"Introduction Severe aplastic anemia (SAA) is an immune mediated bone marrow failure syndrome characterized, among other features, by reduced numbers and dysfunctional regulatory T cells, as shown by our group. Using mass cytometry, we identified an immune signature that predicts clinical response toimmunosuppression (IST)consisting of two Treg subsets (A and B), differentially expressing CD45RA, CD95, CD7, CD28, and CCR4(Kordasti Blood 2016). Treg B are more suppressive and enriched in cell cycle related proteins, suggesting their proliferative potential. The aim of this study was to investigate the in vitro expandability of Treg subpopulations as well as their function, stability, plasticity, clonality and gene signature following expansion with the aim of using autologous in vitro expanded Tregs as a therapeutic option for AA patient. Methods and results Treg expansion, phenotype, and function Total Tregs from AA and HDs are sensitive to low dose IL-2 as shown by STAT5 phosphorylation (p Treg-specific demethylated region (TSDR) Treg stability was assessed by DNA methylation analysis by deep ampliconbisulphitesequencing of the TSDR. TSDR CpG sites in expanded HDs and AA Tregs are > 98% unmethylated, confirming their stability. Interestingly, TSDR sites were less methylated in Treg B compared to Treg A (5% v 35%), but it decreases to a similar level as Treg B after expansion. Treg plasticity after expansion To investigate the plasticity, total Tregs, Treg A, and Treg B were cultured for 5 days in a Th17 polarizing culture (containing IL-1b,IL-6, IL-2). After 5 days of culture, only total Tregs were secreting IL-17A (p = 0.013), but neither Treg A, nor Treg B. Despite IL-17A secretion, Tregs were still able to suppress autologous Tconv proliferation (n = 3, p= 0.001). T cell receptor diversity To track the clonal origin of Treg A and B, we performed amplification and sequencing of CDR3 using immunoSEQ Platform, as already described. Our results show that both AA and HDs expanded Tregs show a comparable level of TCR VbCDR3 diversity (average clonality score 0.12); moreover Tregs, Treg A, and Treg B are polyclonal, pre and post expansion (clonality score 0.01 for all the subsets). Finally, Treg A and B do not share any TCR sequence and do not have any overlap in their TCR repertoire, suggesting they originate from different clones. Gene expression Expanded Tregs (total, A and B) were compared to established human Treg gene signature (Ferraro PNAS 2014). Treg B aremore enriched in Treg genes compared Treg A (Tregs B vs A false discovery rate (FDR) Conclusions In summary, AA Tregs can be expanded in vitro and expanded Tregs are more similar to Treg B, which are lacking in SAA as shown before. Although we were not able to sort Treg subpopulations from AA patients due to very low numbers, the expanded Treg A and B from HDs demonstrate a functional Treg profile with minimal plasticity. Interestingly the main difference between Treg A and B is the ability of Treg B to suppress IL-17A secretion. This is important, as IL-17 plays a crucial role in AA pathophysiology (Peffault de Latour Blood 2010). Overall, the current study suggests that in vitro expansion of AA Tregs is feasible. The expanded Tregs show the phenotype of the most functional Treg subset and likely to control the inflammatory response inAA, hence pave the way toward a novel cellular therapy for SAA. Disclosures Marsh:Alexion pharmaceuticals: Honoraria.",2016,Biology,"list(name = ""Benedetta Costantini"", ids = ""38052769""); list(name = ""Shahram Kordasti"", ids = ""50693494""); list(name = ""Marc MartÃ­nez-Llordella"", ids = ""1398319957""); list(name = ""Giovanni A.M. Povoleri"", ids = ""144557952""); list(name = ""Judith C. W. Marsh"", ids = ""145546616""); list(name = ""FrÃ©dÃ©ric Toulza"", ids = ""49801203""); list(name = ""Ghulam J. Mufti"", ids = ""3679698"")",,,Blood,128,2673-2673
1924b08983e9837dd3228edaa492aa434fec279b,Detecting Potential Safety Issues in Large Clinical or Observational Trials by Bayesian Screening When Event Counts Arise from Poisson Distributions,"Patients in large clinical trials and in studies employing large observational databases report many different adverse events, most of which will not have been anticipated at the outset. Conventional hypothesis testing of between group differences for each adverse event can be problematic: Lack of significance does not mean lack of risk, the tests usually are not adjusted for multiplicity, and the data determine which hypotheses are tested. This article describes a Bayesian screening approach that does not test hypotheses, is self-adjusting for multiplicity, provides a direct assessment of the likelihood of no material drugâ€“event association, and quantifies the strength of the observed association. The criteria for assessing drug-event associations can be determined by clinical or regulatory considerations. In contrast to conventional approaches, the diagnostic properties of this new approach can be evaluated analytically. Application of the method to findings from a vaccine trial yields results similar to those found by methods using a false discovery rate argument or a hierarchical Bayes approach. [Supplemental materials are available for this article. Go to the publisher's online edition of Journal of Biopharmaceutical Statistics for the following free supplemental resource: Appendix R: Code for calculations.]",2013,Medicine; Mathematics,"list(name = ""A Lawrence Gould"", ids = ""144116033"")",,43a4585394e4cb50c365483291a8778b9b29dbda; 33a885858d8cbc3b9918b7592130ce2d82332b56; b761880799f553f6eb5afe5c9a983d8fcd373b6c; 73213d41eda0cc8b2608f0ffda9b0458282e67bc; 664ea8a8996d950faed6f39ecce4e03a5cb4f3c0; 0abc45a442b73ffda912c863700be22991199e5d; 8c7878b11e6cab254f320502d442427e3cad5904; fb2f539e1c7ea40c9f218d507094fd8235b73fcb; c1743ed6a76d82fb1b5503a8f56d2574a64ba212; 6b9f7f214abbe504b8ba69be77c030eb1fc44412; 8a5d430948fc67ad7065789f2b510473ef46a545; 23d13941ea13af1a56eb1dfdc32408ea643bdbb8; 3213af69209899a35f7268b4cd2ac29ab1006a25; 1d63dcd99bf821e96eaa217e141e68124fd7baf1,Journal of Biopharmaceutical Statistics,23,829 - 847
000f7445fdfec60e01730865ccd21ebcbb8999f6,Mechanism of Chronic Kidney Disease Progression and Novel Biomarkers: A Metabolomic Analysis of Experimental Glomerulonephritis.,"While a complex network of cellular and molecular events is known to be involved in the pathophysiological mechanism of chronic kidney disease (CKD), the divergence point between reversal and progression and the event that triggers CKD progression are still unknown. To understand the different mechanisms between reversible and irreversible kidney disease and to search for urinary biomarkers that can predict prognosis, a metabolomic analysis was applied to compare acute and chronic experimental glomerulonephritis (GN) models. Four metabolites, namely, epoxyoctadecenoic acid (EpOME), epoxyeicosatetraenoic acid (EpETE), Î±-linolenic acid (ALA), and hydroxyretinoic acid, were identified as predictive markers after comparing the chronic nephritis model with acute nephritis and control groups (false discovery rate adjusted p-value (q-value) < 0.05). Renal mRNA expression of cytochrome P450 and epoxide hydrolase was also identified as being involved in the production of epoxide metabolites from these polyunsaturated fatty acids (p < 0.05). These results suggested that the progression of chronic kidney disease is associated with abnormally activated epoxide hydrolase, leading to an increase in EpOME and EpETE as pro-inflammatory eicosanoids.",2020,Medicine,"list(name = ""Kyoung Hee Han"", ids = ""4938177""); list(name = ""Bo-Ra Kim"", ids = ""7412153""); list(name = ""Sang Hwan Ji"", ids = ""1576460113""); list(name = ""Hee Chul Kang"", ids = ""8267572""); list(name = ""Hae Il Cheong"", ids = ""3923130""); list(name = ""Joo-Youn Cho"", ids = ""50546115""); list(name = ""Il-Soo Ha"", ids = ""153158326"")",,,Metabolites,10 4,
fbf5fa65080a4fe9a352be1c2d1ae1af992b01b1,Fine-scale genetic structure due to adaptive divergence among microhabitats,"It has been suggested that adaptive evolution on ecological timescales shapes communities. However, adaptation among environments relies on isolation or large selection coefficients that exceed migration effects. This reliance is tempered if adaptation is polygenicâ€”does not depend on one allele completely replacing another but instead requires small allele frequency changes at many loci. Thus, whether individuals can evolve adaptation to fine-scale habitat variation (for example, microhabitats) is not resolved. Here we analyze the genetic divergence of the teleost fish, Fundulus heteroclitus, among microhabitats that are <200â€‰m apart in three separate saltmarshes using 4741 single-nucleotide polymorphisms (SNPs). Among these SNPs, 1.3â€“2.3% have large and highly significant differences among microhabitats (mean FST=0.15; false discovery rate â©½1%). The divergence among microhabitats for these outlier SNPs is larger than that among populations, exceeds neutral expectation and indicates surprising population structure among microhabitats. Thus, we suggest that polygenic selection is surprisingly effective in altering allele frequencies among many different SNPs that share similar biological functions in response to environmental and ecological differences over very small geographic distances. We acknowledge the evolutionary difficulty of large genetic divergence among well-connected habitats. Therefore, these studies are only the first step to discern whether natural selection is responsible and capable of effecting genetic divergence on such a fine scale.",2017,Medicine; Biology,"list(name = ""Dominique N. Wagner"", ids = ""144093285""); list(name = ""Tara Z. Baris"", ids = ""5202679""); list(name = ""David I Dayan"", ids = ""39770008""); list(name = ""Xiao Du"", ids = ""48504782""); list(name = ""Marjorie F. Oleksiak"", ids = ""6965236""); list(name = ""Douglas L. Crawford"", ids = ""2368137"")",e42da54d09d471fba1ce6f585334e9f969ad90ba; 97388c0e1b786df555ca0a7e9137e7feabefdff5; baa6a7fcd99baae7c8825146222b91fbfe037080; 50de2580c7f15b9a78ada77eb02d415ff425eb08; cdf906b6baf5099819fa0bef86ad8b47b59e445d; 64aae20022b81f7e997a6f75062985e48874f965; 32970ce4b26651fdeb6ff2ba126f0bd52d60e056; cb326052cf9305cb375ae14ffabe614cae3ef94d; b3c4ad37f639993107a44ebd56003d9cb8c24ba0; c26d9412e0b7001d01f4fb6cda72c3eeb828ef52,ee4a25c3b307792c695a77f4166191fabadc5d55; 38f042d9bf00d6eb2c0f0b09605ace1abe5520de; aba2a812b112442d8918be6503a8d9a1f82bbf6f; 386064034b6b13c7fc51cdbe0155cad70d424bea; a26e9dfe922720b4c577a2df80442ef9dbfc4ec0; 5d35d1d17da0cf7ec6f5a7231bc7b62dfffb6fdf; 38011bf561b74c4e030f69972d7ef8e04eb05e5e; 3580156e688467fea627f92435a459170a67f597; ad4fc7dbe12eaf6bf577568f3a06ec9ed4b2d0f2; dc7a78ed04d45ebad5f805dc709d1ad785615492; fcef2258a963f3d3984a486185ddc4349c43aa35; c87ad43e9701bf23cd2ac55bfb6e55110c31e5b5; 3eefa05d2362c5a2056548e129b71db20498e53a; 8229508460c78baa52807e0bd11607135e1e83d3; ce91dcf13634c72319ffcdb6bf8cd698b8336d7a; d643d78e46c40c7b965dc777e02284f41e5da52b; c936d1da2592b98ed7e7af008f42483c860c8e28; 46b0b6c2754ee17b61b79734aa87739a0bb56695; 9ee1c2889bf1b2d4aa533f8c05ee2fc816d95027; 04722629a1424bd897c07db640318489fd1b1153; 8f994536d967f5c2c57c5b0cacf54cf489e0455f; a34f77329dbaf22feba64f7424773dcb5f2cc335; 665a1ff35896765333eeffc975272fa34f5548b8; a937f5ac7891d3e81870f7a87231edad5308e6f0; 6641456a887f89929d2ad74b54f20ee5db1a32b4; 618139fb28c1ef665878bc6908e393d70cee8438; 3166d5b12b7a3137a27447d5ecf4e2000c22be06; 936c2e1d1b4d20d522ead0608be4859fda3c343f; a739e1327fb834935c6e7fcb5c1c385279e19723; 5d9707b3a9064f139b277d825b8152dc0818d286; bf137b4c40a58d08ed9afa18f9e7e49adf06345a; 691cd87771e12ce85d0308fc93a373c5843a5ec1; ac869271e01733a728549053a36af68a7a9fba99; 568042f5718c3f951fdea24721f82b374e58d19a; 2b5bda25ce4d8cd9c97cefd1645d37dfd58e9232; 864fa1af72f755e56c19676db1049f4b696d5078; 443370d855b23d2f165e1044ab96110321c5473b; f4098703626399ca1f9b41675b736104678d05ad; 448eba2b5b74b5d90f3dabd54f1e240203ca67d4; 3fc94b3057e129e1a05d2993cac015479878e93b; dd74162fd141acb04a1cd685a3ced6b5504a3ef5; 40199023b87f265a8270acb68a12326c94c5b856; b6de563c03eedf95d7e880a2aeb5688936ea1d26; 59e56e7d6c3bfce3130cd161430e30f258f69a89; 97c360528468e87a2d3a27da055304fdcd247e9d; f5cff1d61289feaa42316b0c842d0be938dc4cdb; cb915863ec55e2d6e98fd408d035b950f830736f; 54a3aaca34a365125b9c766f811ef737cabe03d7; 3e36a464c04ff6c6f6d46f75277f86165b39c40a; c88786f8e38be27660e215a72faedbb4e674d146; b91a36398ebe174f4044eb88debb2c26a335fd33; 5ed1bb6dcbf6311a233b73b93436b7c9a87f70b1; d07e265b685269dd2d324246525edc77db5d441e; eb41872ad69671419c00907146badc0d1583b3d4; 55ce9f6a7b7090a283a86aea5fdc837013aaccea; bac4283c93b443273ceeb845be990837325ef0d0; 4791418310d966b24a0de6ab03e60e944c54bdbb; 3fc202541f33468ac355a7158ea416ae80d3b7e4; ee1dc5bd5d7dad877db33946e5aa4bc08626a5b3; 6126379e9ffbf088fc5cf838ba53a9b95526d0d5; 165f712897fb57f83b1c9e0d680b0f8360ebc1ab; 85bc7935e011719391f099da3ab2b546c5a1ff5b; a06586ba13f1b915ffaa50209fc76ae2b61ee28e,Heredity,118,594-604
6abf19903cb048caf4f2d0b382570363d2dc8e95,Abstract 1133: Inactivation of BRG1 in non-small cell lung cancer (NSCLC) cell lines,"Purpose: To study the frequency and gene expression profile of BRG1 inactivation in NSCLC cell lines. Background: BRG1 is the catalytic subunit of SWI/SNF chromatin remodeling complex and provides ATPase activity necessary for transcriptional regulation of many genes. BRG1 is frequently inactivated in lung cancers and loss of BRG1 correlated with poor prognosis. Methods: Forty NSCLC cell lines containing various gene mutations were analyzed. BRG1 cDNA was sequenced and SNP analysis was used to confirm the large deletion mutants. Gene expression profile was determined by Illumina human WG-6 V3 beadchip (detecting âˆ¼ 48,000 transcripts, âˆ¼25,000 genes). BRG1 mRNA levels were determined by both RNA microarray and qPCR methods. BRG1 protein expression was analyzed by immuno-blotting. Results: Thirteen of forty (33%) NSCLC cell lines had no BRG1 protein expression (n =11) or expressed abnormal size of BRG1 (n =2). BRG1 cDNA was sequenced in these cell lines as well as control cell lines. While 10 control cell lines with normal BRG1 protein expression were not found to contain mutations, eleven cell lines without BRG1 protein expression and one containing abnormal size BRG1 protein were found to have mutations, including deletions, point mutations and insertion. The deletions and point mutations of BRG1 are homozygous. Mutant BRG1 expressed either no or lower than normal levels of BRG1 mRNA. BRG1 inactivation was found more frequent in smokers (50%) than non-smokers (15%), and coexisted with KRAS mutation, but was mutually exclusive to EGFR mutation. Furthermore, inactivation of BRG1 and LKB1, a tumor suppressor gene also located on chromosome 19p and adjacent to BRG1, showed 73% concordance (P=0.03). Finally, RNA microarray analysis showed nearly 800 transcripts (False Discovery Rate Citation Format: {Authors}. {Abstract title} [abstract]. In: Proceedings of the 101st Annual Meeting of the American Association for Cancer Research; 2010 Apr 17-21; Washington, DC. Philadelphia (PA): AACR; Cancer Res 2010;70(8 Suppl):Abstract nr 1133.",2010,Biology,"list(name = ""Wei Zhang"", ids = ""50549824""); list(name = ""Ilse Valencia"", ids = ""34385007""); list(name = ""Jingsheng Yan"", ids = ""33177851""); list(name = ""Raj Chari"", ids = ""3795775""); list(name = ""Luc Girard"", ids = ""2077470""); list(name = ""Junichi Soh"", ids = ""15369601""); list(name = ""Kit W. Tam"", ids = ""11935546""); list(name = ""Yang Xie"", ids = ""46269053""); list(name = ""Wan L. Lam"", ids = ""3031456""); list(name = ""John D. Minna"", ids = ""2996220""); list(name = ""A. F. Gazdar"", ids = ""2482051"")",,,Cancer Research,70,1133-1133
dcb1a4d5d9a374fbae02cb1c0fb14efdff9819b5,"Differential transcript expression between the microfilariae of the filarial nematodes, Brugia malayi and B. pahangi","BackgroundBrugia malayi and B. pahangi are two closely related nematodes that cause filariasis in humans and animals. However, B. pahangi microfilariae are able to develop in and be transmitted by the mosquito, Armigeres subalbatus, whereas most B. malayi are rapidly melanized and destroyed within the mosquito hemocoel. A cross-species microarray analysis employing the B. malayi V2 array was carried out to determine the transcriptional differences between B. malayi and B. pahangi microfilariae with similar age distribution.ResultsFollowing microarray data analysis, a list of preferentially expressed genes in both microfilariae species was generated with a false discovery rate estimate of 5% and a signal intensity ratio of 2 or higher in either species. A total of 308 probes were preferentially expressed in both species with 149 probes, representing 123 genes, in B. pahangi microfilariae and 159 probes, representing 107 genes, in B. malayi microfilariae. In B. pahangi, there were 76 (62%) up-regulated transcripts that coded for known proteins that mapped into the KEGG pathway compared to 61 (57%) transcripts in B. malayi microfilariae. The remaining 47 (38%) transcripts in B. pahangi and 46 (43%) transcripts in B. malayi microfilariae were comprised almost entirely of hypothetical genes of unknown function. Twenty-seven of the transcripts in B. pahangi microfilariae coded for proteins that associate with the secretory pathway compared to thirty-nine in B. malayi microfilariae. The data obtained from real-time PCR analysis of ten genes selected from the microarray list of preferentially expressed genes showed good concordance with the microarray data, indicating that the microarray data were reproducible.ConclusionIn this study, we identified gene transcripts that were preferentially expressed in the microfilariae of B. pahangi and B. malayi, some of which coded for known immunomodulatory proteins. These comparative transcriptome data will be of interest to researchers keen on understanding the inherent differences, at the molecular level, between B. malayi and B. pahangi microfilariae especially because these microfilariae are capable of surviving in the same vertebrate host but elicit different immune response outcomes in the mosquito, Ar. subalbatus.",2009,Biology; Medicine,"list(name = ""Michael M. Kariuki"", ids = ""40557430""); list(name = ""Leonard B. Hearne"", ids = ""7449320""); list(name = ""Brenda T. Beerntsen"", ids = ""6400162"")",bae5900bdf7cb887b12a49bd640a4970d8fa6186; e44cc45ef93e77e312da532c9172a85c1fb6ec4a; 75ac873d09cd660782532d8fd66f874d6eda9eb4; 75c3028a207af86deb9380b7d368dccccfb87a5b; dcb1a4d5d9a374fbae02cb1c0fb14efdff9819b5; ffc8ae719812a32fd401cf5c490b255074c84fc7; 675f5a7b090a4308456e29d0840f2b35d45098f7,832a66c61ec4d90a8492a632f23cf8e266ca04ce; 7b3d88b7653927aad1034782de2a653ca1123d43; d1913622b417ab2ca7b7c4c24c5a636293894fd1; 718ae0acd5a39f51ca418486d71b6dd8bed8d559; 4c8318e9558cdca0af1cafeb59c44803fe6d119f; 23b5392f8afb1e5b5c8b65c6c4b2cd3c782af1ba; 72f52d3f9b8523619155d5b805cf8a1b7c620cb6; d99070df49000063153888b25d7a1184ce49871c; bdcd11325b001958c2f4e7b1f36cd106a05f4648; 67af3a172a6b1c6e72a827919fab06470661e20f; 5f993b89ab63483a43148ab1b6b275aded67660a; b2fb39733485e40aebf415dfaf5e631ccb9e69ad; a978852e189a8da09cc646b3cd83b391be3b5fc9; 3f9ba7fa4995ed449abded8375ec837704887683; e7c8aa2cb2223f17615c1b1ae3b33095466e95cc; 2b05fa596a278dd695ee6fc868fd4822b4ea3e11; 592779d97fef3685c177ee921865088d3ba61868; 55557c0ebc71ff48881ef0c8531fc1bea4c28b5c; d99b676ac06ee7c02c89974ca870d2dbb8ac2448; 5d9c23a0cbb9203f11f7e0ef9260d843dfea6b32; ac9d917808d263d9f0957d5914e34a86f6d2a949; fbc3208fd845a4fd6d1a69bb0c8af64ca50f117d; 5140d3d97041c03a5c8d257a3f1950d6b1e07e74; dcb1a4d5d9a374fbae02cb1c0fb14efdff9819b5; 07ca460980816b256b62e864590006500999ddc2; b9cbc6bb03e5ee8b956863062c6b07ffb7acf9df; c71a46f9042909534fe56c5dcee68bb2a7606f6b; b0127de4b846ad3e6bc1004fef964c6878be9926; ccea618f9a2851e33398de395c4fc27d2ef982aa; 15e8bc77c79a7288dc0e7816bec70b36958faaa5; f4afef467e6ebb3b882d93f2a508b4629e79e12e; bebaee82a5d98dd4b7cd2b41f669fec74c243f48; 07dd94ad364aef5b82681590f0a2e695535b3981; 824cfc528972db33ae20a4537d7ac8e9b6246f71; f6dddac967e3347d0cb1b48fec50b5999102fe44; b83b4e401d1f16fdb95af35773b254e9c3f969c0; 6d91b51bbadedd2047b10e3d44592725adfe0e62; c3aa57064e5be46c25dd2e66536b7288aefcfebd; adf13dd2f3203320b94fa6b7acc6d23eddca4158; 3de78f607cf1154177bd3321c4c65fdd7703bcfb; 3ba9f4bbeeac78bd89afd45cedf0cdcf08deaaf5; b3ad661fb765348bff3ee636b403c0dcb54c46ae; c82b909dfc9950397adc3d1667501cf47aeeafb9; 24d2968f1b2084490d15cdfb6f09c1c971939308; 1ed489e73751d8e55c2dc0c54795b5624eff19d0; 154a458466057eca6f13412b896785ff1603ae7b; c4aaca9b2eb32051dc2bdc2331bff76728b40e98; af2be855bb1871cb70f58547b1b4b1a49661a188; bf88678c053c4430c1825385160bc6f662e5bf86,BMC Genomics,11,225 - 225
7aa8d749621b8b8625e17ad61fcbd864cb16b306,Characterization of an Ion Mobility-Multiplexed Collision Induced Dissociation-Tandem Time-of-Flight Mass Spectrometry Approach.,"The confidence in peptide (and protein) identifications with ion mobility spectrometry time-of-flight mass spectrometry (IMS-TOFMS) is expected to drastically improve with the addition of information from an efficient ion dissociation step prior to MS detection. High throughput IMS-TOFMS analysis imposes a strong need for multiplexed ion dissociation approaches where multiple precursor ions yield complex sets of fragment ions that are often intermingled with each other in both the drift time and m/z domains. We have developed and evaluated an approach for collision-induced dissociation (CID) using IMS-TOFMS instrument. It has been shown that precursor ions activated inside an rf-device with an axial dc-electric field produce abundant fragment ions which are radially confined with the rf-field and collisionally cooled at an elevated pressure, resulting in high CID efficiencies comparable or higher than those measured in triple-quadrupole instruments. We have also developed an algorithm for deconvoluting these complex multiplexed tandem MS spectra by clustering both the precursor and fragment ions into matching drift time profiles and by utilizing the high mass measurement accuracy achievable with TOFMS. In a single IMS separation from direct infusion of tryptic digest of bovine serum albumin (BSA), we have reliably identified 20 unique peptides using a multiplexed CID approach downstream of the IMS separation. Peptides were identified based upon the correlation between the precursor and fragment drift time profiles and by matching the profile representative masses to those of in silico BSA tryptic peptides and their fragments. The false discovery rate (FDR) of peptide identifications from multiplexed MS/MS spectra was less than 1%.",2010,Medicine; Chemistry,"list(name = ""Yehia M. Ibrahim"", ids = ""38324275""); list(name = ""David C. Prior"", ids = ""9897561""); list(name = ""Erin S. Baker"", ids = ""145403070""); list(name = ""Richard D Smith"", ids = ""145558544""); list(name = ""Mikhail E. Belov"", ids = ""1901449"")",300e46d540902144b07078d976fd0cb0ab053b3b; 0d196d0ec81a96e0f2f720eee3559803a61cc1c1; 2ad52055bfbb1b99989d63bb61507eac73ab126b; 00fc16ac9386a13dc3e12ec0c934886d69914a8e; b838d5dfc9d662e3e6f81d40faa3c5f587ecae2a; c476b36a83ced09e57c477a075a02248332b09d5; 1592dc94c07e6741af82e34e61b06e0b8da9e73a; 454248e41c7fda1741a653cd8505cef929c6dce6; b19bb78f5c5a54a68d117c266a212a0b65a6dd93; 67fc562d5fbf3eff1aebd2a7f7ba7bf51ad3b11d; 1a271af17e632d0b12f0510a83959aca814ea9da; fc306bc5733e0b183023e294e9d16aa5c7320af2,,International journal of mass spectrometry,293 1-3,"
          34-44
        "
